model,fold,seed,condition,severity,window_accuracy,window_precision,window_recall,window_specificity,window_f1,window_auroc,window_tn,window_fp,window_fn,window_tp,window_loss,video_accuracy,video_precision,video_recall,video_specificity,video_f1,video_auroc,video_tn,video_fp,video_fn,video_tp,event_recall,detected_events,total_events,false_alarms,false_alarms_per_hour,mean_detection_delay_seconds
masked_bimamba,fold_0,seed_2026,lower_body_missing,1.0,0.3761264822134387,0.1364544042600399,0.9192825112107624,0.3118811881188119,0.2376352395672333,0.6837175239384924,3528,7784,108,1230,0.7528334657665298,0.6894736842105263,0.6878306878306878,1.0,0.0166666666666666,0.8150470219435736,0.4276923076923077,1,59,0,130,1.0,130,130,235,307.905080797787,-3.3692307692307693
masked_bimamba,fold_0,seed_3407,clean,0.0,0.8109090909090909,0.3184011026878015,0.6905829596412556,0.8251414427157001,0.4358490566037736,0.8159951375102277,9334,1978,414,924,0.4313669126622541,0.7052631578947368,0.7010869565217391,0.9923076923076924,0.0833333333333333,0.821656050955414,0.7623076923076924,5,55,1,129,0.9692307692307692,126,130,259,339.35070607075244,0.0285714285714286
masked_bimamba,fold_0,seed_3407,random_joint_drop,0.1,0.3999209486166007,0.1166155732679337,0.7107623318385651,0.3631541725601132,0.2003581586432108,0.6010063720577695,4108,7204,387,951,0.8182646103244525,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.4844871794871795,0,60,0,130,0.9846153846153848,128,130,192,251.56500218372383,-4.793749999999997
masked_bimamba,fold_0,seed_3407,random_joint_drop,0.2,0.3523320158102767,0.1131053166271588,0.7488789237668162,0.3054278642149929,0.1965283907031479,0.5606221907024143,3455,7857,336,1002,0.779487100834903,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.4479487179487179,0,60,0,130,1.0,130,130,150,196.53515795603423,-5.355384615384614
masked_bimamba,fold_0,seed_3407,random_joint_drop,0.3,0.2796047430830039,0.1164282190429205,0.8819133034379671,0.2083628005657708,0.2057003399285278,0.583121050333733,2357,8955,158,1180,0.8514359135684288,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.4238461538461539,0,60,0,130,1.0,130,130,106,138.88484495559752,-6.37846153846154
masked_bimamba,fold_0,seed_3407,frame_drop,0.1,0.8036363636363636,0.3095079787234042,0.695814648729447,0.8163896746817539,0.4284399447768062,0.8190487950941154,9235,2077,407,931,0.3828214096636861,0.7105263157894737,0.7071823204419889,0.9846153846153848,0.1166666666666666,0.8231511254019293,0.7461538461538462,7,53,2,128,0.9615384615384616,125,130,257,336.7302372980053,0.0832
masked_bimamba,fold_0,seed_3407,frame_drop,0.2,0.7963636363636364,0.3013478818998716,0.7017937219730942,0.807549504950495,0.4216434665469241,0.8218725950509849,9135,2177,399,939,0.331358838232212,0.7105263157894737,0.7071823204419889,0.9846153846153848,0.1166666666666666,0.8231511254019293,0.7365384615384616,7,53,2,128,0.9615384615384616,125,130,263,344.5916436162467,-0.0479999999999999
masked_bimamba,fold_0,seed_3407,frame_drop,0.3,0.7910671936758893,0.2955186461924162,0.7047832585949177,0.8012729844413012,0.4164274674321043,0.8222449326931411,9064,2248,395,943,0.2826192742614112,0.7105263157894737,0.7071823204419889,0.9846153846153848,0.1166666666666666,0.8231511254019293,0.7371794871794872,7,53,2,128,0.9615384615384616,125,130,258,338.0404716843789,-0.0783999999999998
masked_bimamba,fold_0,seed_3407,confidence_noise,0.1,0.8102766798418972,0.3185235816814764,0.6965620328849028,0.8237270155586988,0.4371482176360226,0.8161901101625217,9318,1994,406,932,0.4203494564200873,0.6947368421052632,0.6956521739130435,0.9846153846153848,0.0666666666666666,0.8152866242038216,0.764102564102564,4,56,2,128,0.9769230769230768,127,130,270,353.7632843208616,0.0377952755905511
masked_bimamba,fold_0,seed_3407,confidence_noise,0.2,0.7952569169960474,0.3010171646535283,0.7077727952167414,0.8056046676096181,0.4223907225691347,0.8140745809045993,9113,2199,391,947,0.4092513184009392,0.6894736842105263,0.6918918918918919,0.9846153846153848,0.05,0.8126984126984128,0.7593589743589745,3,57,2,128,0.9769230769230768,127,130,296,387.8293783665743,0.0173228346456692
